pc_timestamp,elapsed_s,arduino_date,arduino_time,uptime_s,sht30_temp_C,sht30_humidity_pct,bme688_1_temp_C,bme688_1_humidity_pct,bme688_1_pressure_hpa,bme688_1_gas_ohms,bme688_2_temp_C,bme688_2_humidity_pct,bme688_2_pressure_hpa,bme688_2_gas_ohms,as7341_f1,as7341_f2,as7341_f3,as7341_f4,as7341_clear,as7341_nir,stepper_speed_pct,pump_speed_pct,pump_state
2026-06-26 17:43:01,3.51,2026-06-18,12:00:01,1.0,-45.0,46.69,28.69,43.71,1014.07,91822.0,31.38,54.39,1014.34,15556.0,299.0,951.0,1000.0,1000.0,1000.0,519.0,0.0,60.0,ON
2026-06-26 17:43:04,5.77,2026-06-18,12:00:03,3.0,27.03,46.66,28.51,43.4,1014.08,90172.0,31.19,52.98,1014.35,14578.0,294.0,927.0,1000.0,1000.0,1000.0,510.0,0.0,60.0,ON
2026-06-26 17:43:06,8.04,2026-06-18,12:00:05,5.0,27.04,46.65,28.37,43.41,1014.08,89510.0,31.02,53.05,1014.35,13922.0,297.0,925.0,1000.0,1000.0,1000.0,515.0,0.0,60.0,ON
2026-06-26 17:43:08,10.31,2026-06-18,12:00:08,8.0,27.04,46.62,28.26,43.48,1014.08,88950.0,30.89,53.42,1014.35,13280.0,296.0,929.0,1000.0,1000.0,1000.0,508.0,0.0,60.0,ON
2026-06-26 17:43:10,12.57,2026-06-18,12:00:10,10.0,27.05,46.6,28.17,43.53,1014.09,88306.0,30.79,53.86,1014.36,12965.0,292.0,915.0,1000.0,1000.0,1000.0,507.0,0.0,60.0,ON
2026-06-26 17:43:13,14.84,2026-06-18,12:00:12,12.0,27.02,46.61,28.1,43.59,1014.09,88123.0,30.71,54.25,1014.35,12718.0,299.0,950.0,1000.0,1000.0,1000.0,518.0,0.0,60.0,ON
2026-06-26 17:43:15,17.1,2026-06-18,12:00:14,14.0,27.03,46.61,28.05,43.62,1014.09,86868.0,30.66,54.19,1014.35,12620.0,302.0,953.0,1000.0,1000.0,1000.0,513.0,0.0,60.0,ON
2026-06-26 17:43:17,19.37,2026-06-18,12:00:17,17.0,27.03,46.64,28.01,43.79,1014.09,85561.0,30.61,54.17,1014.35,12336.0,296.0,948.0,1000.0,1000.0,1000.0,518.0,0.0,60.0,ON
2026-06-26 17:43:19,21.63,2026-06-18,12:00:19,19.0,27.02,46.81,27.98,44.13,1014.08,83469.0,30.58,54.16,1014.36,12307.0,299.0,956.0,1000.0,1000.0,1000.0,522.0,0.0,60.0,ON
2026-06-26 17:43:22,23.9,2026-06-18,12:00:21,21.0,27.04,46.98,27.96,44.29,1014.09,83469.0,30.56,54.05,1014.34,12216.0,302.0,950.0,1000.0,1000.0,1000.0,522.0,0.0,60.0,ON
2026-06-26 17:43:24,26.17,2026-06-18,12:00:23,23.0,27.04,47.06,27.94,44.24,1014.08,83224.0,30.54,53.9,1014.34,12132.0,303.0,959.0,1000.0,1000.0,1000.0,525.0,0.0,60.0,ON
2026-06-26 17:43:26,28.43,2026-06-18,12:00:26,26.0,27.02,47.06,27.93,44.14,1014.08,82580.0,30.52,53.92,1014.33,12098.0,306.0,964.0,1000.0,1000.0,1000.0,525.0,0.0,60.0,ON
2026-06-26 17:43:29,30.7,2026-06-18,12:00:28,28.0,27.03,47.0,27.92,44.04,1014.08,81867.0,30.51,54.19,1014.33,11627.0,298.0,939.0,1000.0,1000.0,1000.0,507.0,0.0,60.0,ON
2026-06-26 17:43:31,32.97,2026-06-18,12:00:30,30.0,27.03,46.94,27.91,43.97,1014.07,81476.0,30.51,54.54,1014.33,11552.0,305.0,962.0,1000.0,1000.0,1000.0,521.0,0.0,60.0,ON
2026-06-26 17:43:33,35.23,2026-06-18,12:00:33,33.0,27.04,46.87,27.91,43.91,1014.07,81166.0,30.5,54.86,1014.33,11453.0,303.0,953.0,1000.0,1000.0,1000.0,521.0,0.0,60.0,ON
2026-06-26 17:43:35,37.5,2026-06-18,12:00:35,35.0,27.03,46.8,27.9,43.88,1014.06,80706.0,30.5,55.09,1014.33,11367.0,296.0,930.0,1000.0,1000.0,1000.0,517.0,0.0,60.0,ON
2026-06-26 17:43:38,39.77,2026-06-18,12:00:37,37.0,27.03,46.77,27.9,43.86,1014.05,80553.0,30.5,55.05,1014.33,11307.0,299.0,951.0,1000.0,1000.0,1000.0,520.0,0.0,60.0,ON
2026-06-26 17:43:40,42.03,2026-06-18,12:00:39,39.0,27.03,46.74,27.9,43.84,1014.05,81012.0,30.5,54.78,1014.33,11379.0,301.0,953.0,1000.0,1000.0,1000.0,518.0,0.0,60.0,ON
2026-06-26 17:43:42,44.3,2026-06-18,12:00:42,42.0,27.03,46.73,27.89,43.84,1014.05,80706.0,30.49,54.55,1014.33,11331.0,295.0,948.0,1000.0,1000.0,1000.0,513.0,0.0,60.0,ON
2026-06-26 17:43:44,46.57,2026-06-18,12:00:44,44.0,27.06,46.71,27.89,43.83,1014.06,80782.0,30.49,54.55,1014.33,11331.0,304.0,954.0,1000.0,1000.0,1000.0,521.0,0.0,60.0,ON
2026-06-26 17:43:47,48.83,2026-06-18,12:00:46,46.0,27.03,46.71,27.89,43.8,1014.06,80553.0,30.49,54.53,1014.32,11319.0,312.0,985.0,1000.0,1000.0,1000.0,528.0,0.0,60.0,ON
2026-06-26 17:43:49,51.09,2026-06-18,12:00:48,48.0,27.04,46.69,27.89,43.81,1014.07,80326.0,30.49,54.55,1014.33,11271.0,299.0,948.0,1000.0,1000.0,1000.0,512.0,0.0,60.0,ON
2026-06-26 17:43:51,53.36,2026-06-18,12:00:51,51.0,27.02,46.68,27.89,43.78,1014.07,80326.0,30.49,54.46,1014.33,11343.0,299.0,954.0,1000.0,1000.0,1000.0,516.0,0.0,60.0,ON
2026-06-26 17:43:53,55.63,2026-06-18,12:00:53,53.0,27.05,46.66,27.89,43.8,1014.06,80175.0,30.49,54.36,1014.33,11295.0,298.0,944.0,1000.0,1000.0,1000.0,519.0,0.0,60.0,ON
2026-06-26 17:43:56,57.89,2026-06-18,12:00:55,55.0,27.03,46.65,27.89,43.78,1014.06,80100.0,30.49,54.3,1014.33,11295.0,292.0,928.0,1000.0,1000.0,1000.0,507.0,0.0,60.0,ON
2026-06-26 17:43:58,60.16,2026-06-18,12:00:57,57.0,27.04,46.65,27.89,43.8,1014.07,80553.0,30.5,54.24,1014.33,11319.0,300.0,942.0,1000.0,1000.0,1000.0,512.0,0.0,60.0,ON
2026-06-26 17:44:00,62.42,2026-06-18,12:01:00,60.0,27.05,46.65,27.89,43.79,1014.07,80250.0,30.5,54.28,1014.33,11247.0,304.0,953.0,1000.0,1000.0,1000.0,515.0,0.0,60.0,ON
2026-06-26 17:44:03,64.69,2026-06-18,12:01:02,62.0,27.04,46.65,27.89,43.81,1014.06,80025.0,30.5,54.4,1014.33,11153.0,306.0,961.0,1000.0,1000.0,1000.0,532.0,0.0,60.0,ON
