pc_timestamp,elapsed_s,arduino_date,arduino_time,uptime_s,sht30_temp_C,sht30_humidity_pct,bme688_1_temp_C,bme688_1_humidity_pct,bme688_1_pressure_hpa,bme688_1_gas_ohms,bme688_2_temp_C,bme688_2_humidity_pct,bme688_2_pressure_hpa,bme688_2_gas_ohms,stepper_speed_pct,pump_speed_pct,pump_state
2026-06-15 18:30:51,3.27,2026-06-15,12:00:01,1.0,-45.0,44.8,29.84,42.24,1015.04,43925.0,29.31,48.49,1015.23,57066.0,0.0,100.0,ON
2026-06-15 18:30:53,5.06,2026-06-15,12:00:03,3.0,27.59,44.58,29.6,41.93,1015.05,42230.0,29.02,47.52,1015.24,50215.0,0.0,100.0,ON
2026-06-15 18:30:54,6.85,2026-06-15,12:00:05,5.0,27.59,44.59,29.4,41.94,1015.06,40855.0,28.77,47.54,1015.24,46259.0,0.0,100.0,ON
2026-06-15 18:30:56,8.63,2026-06-15,12:00:06,6.0,27.59,44.62,29.24,42.03,1015.06,40050.0,28.58,48.0,1015.24,42953.0,0.0,100.0,ON
2026-06-15 18:30:58,10.42,2026-06-15,12:00:08,8.0,27.56,44.61,29.12,42.11,1015.06,39239.0,28.43,48.38,1015.23,42996.0,0.0,100.0,ON
2026-06-15 18:31:00,12.21,2026-06-15,12:00:10,10.0,27.59,44.63,29.03,42.18,1015.06,38776.0,28.31,48.52,1015.24,42524.0,0.0,100.0,ON
2026-06-15 18:31:02,14.0,2026-06-15,12:00:12,12.0,27.58,44.63,28.96,42.22,1015.07,38288.0,28.22,48.62,1015.24,42909.0,0.0,100.0,ON
2026-06-15 18:31:03,15.79,2026-06-15,12:00:14,14.0,27.56,44.62,28.9,42.25,1015.07,38049.0,28.15,48.65,1015.24,42567.0,0.0,100.0,ON
2026-06-15 18:31:05,17.58,2026-06-15,12:00:15,15.0,27.59,44.58,28.86,42.27,1015.06,37847.0,28.1,48.86,1015.24,41693.0,0.0,100.0,ON
2026-06-15 18:31:07,19.37,2026-06-15,12:00:17,17.0,27.57,44.58,28.83,42.3,1015.06,37746.0,28.06,49.08,1015.25,41051.0,0.0,100.0,ON
2026-06-15 18:31:09,21.15,2026-06-15,12:00:19,19.0,27.55,44.57,28.8,42.31,1015.06,37415.0,28.03,49.31,1015.25,40353.0,0.0,100.0,ON
2026-06-15 18:31:11,22.94,2026-06-15,12:00:21,21.0,27.59,44.57,28.78,42.33,1015.06,37383.0,28.01,49.46,1015.26,40660.0,0.0,100.0,ON
2026-06-15 18:31:12,24.73,2026-06-15,12:00:22,22.0,27.56,44.62,28.77,42.33,1015.07,37252.0,27.99,49.39,1015.26,40777.0,0.0,100.0,ON
2026-06-15 18:31:14,26.52,2026-06-15,12:00:24,24.0,27.59,44.62,28.76,42.35,1015.07,36994.0,27.98,49.24,1015.26,42063.0,0.0,100.0,ON
2026-06-15 18:31:16,28.31,2026-06-15,12:00:26,26.0,27.59,44.62,28.75,42.38,1015.07,37122.0,27.97,48.81,1015.26,42953.0,0.0,100.0,ON
2026-06-15 18:31:18,30.09,2026-06-15,12:00:28,28.0,27.57,44.61,28.74,42.37,1015.07,36962.0,27.96,48.44,1015.26,43389.0,0.0,100.0,ON
2026-06-15 18:31:20,31.89,2026-06-15,12:00:30,30.0,27.58,44.61,28.73,42.36,1015.07,37026.0,27.96,48.31,1015.26,42780.0,0.0,100.0,ON
2026-06-15 18:31:21,33.67,2026-06-15,12:00:31,31.0,27.57,44.59,28.73,42.38,1015.07,36898.0,27.96,48.51,1015.26,41857.0,0.0,100.0,ON
2026-06-15 18:31:23,35.46,2026-06-15,12:00:33,33.0,27.59,44.59,28.73,42.38,1015.07,36707.0,27.95,48.88,1015.26,40622.0,0.0,100.0,ON
2026-06-15 18:31:25,37.25,2026-06-15,12:00:35,35.0,27.59,44.58,28.72,42.39,1015.07,36802.0,27.95,49.36,1015.26,39421.0,0.0,100.0,ON
2026-06-15 18:31:27,39.04,2026-06-15,12:00:37,37.0,27.59,44.6,28.72,42.4,1015.07,36802.0,27.95,49.9,1015.26,38323.0,0.0,100.0,ON
2026-06-15 18:31:28,40.83,2026-06-15,12:00:39,39.0,27.57,44.6,28.72,42.42,1015.07,36771.0,27.95,50.31,1015.27,38152.0,0.0,100.0,ON
2026-06-15 18:31:30,42.62,2026-06-15,12:00:40,40.0,27.59,44.62,28.72,42.4,1015.07,36707.0,27.95,50.43,1015.28,38776.0,0.0,100.0,ON
2026-06-15 18:31:32,44.4,2026-06-15,12:00:42,42.0,27.57,44.61,28.71,42.42,1015.06,36707.0,27.95,50.44,1015.27,38811.0,0.0,100.0,ON
