pc_timestamp,elapsed_s,arduino_date,arduino_time,uptime_s,sht30_temp_C,sht30_humidity_pct,bme688_1_temp_C,bme688_1_humidity_pct,bme688_1_pressure_hpa,bme688_1_gas_ohms,bme688_2_temp_C,bme688_2_humidity_pct,bme688_2_pressure_hpa,bme688_2_gas_ohms,stepper_speed_pct,pump_speed_pct,pump_state
2026-06-15 18:20:58,3.27,2026-06-15,12:00:01,1.0,-45.0,45.02,29.87,42.38,1014.99,41775.0,29.19,44.64,1015.19,57450.0,0.0,100.0,ON
2026-06-15 18:21:00,5.06,2026-06-15,12:00:03,3.0,27.56,44.79,29.63,42.05,1014.99,40087.0,28.92,44.46,1015.19,49718.0,0.0,100.0,ON
2026-06-15 18:21:02,6.85,2026-06-15,12:00:05,5.0,27.57,44.73,29.42,42.04,1015.0,38811.0,28.68,44.96,1015.18,46159.0,0.0,100.0,ON
2026-06-15 18:21:04,8.63,2026-06-15,12:00:06,6.0,27.55,44.73,29.26,42.11,1015.01,38220.0,28.5,45.52,1015.19,44382.0,0.0,100.0,ON
2026-06-15 18:21:05,10.42,2026-06-15,12:00:08,8.0,27.58,44.7,29.14,42.16,1015.01,37713.0,28.35,45.98,1015.19,44521.0,0.0,100.0,ON
2026-06-15 18:21:07,12.21,2026-06-15,12:00:10,10.0,27.56,44.67,29.04,42.19,1015.02,37122.0,28.24,46.31,1015.19,43611.0,0.0,100.0,ON
2026-06-15 18:21:09,14.0,2026-06-15,12:00:12,12.0,27.56,44.64,28.97,42.22,1015.02,36802.0,28.16,46.77,1015.2,42146.0,0.0,100.0,ON
2026-06-15 18:21:11,15.79,2026-06-15,12:00:14,14.0,27.56,44.62,28.92,42.24,1015.02,36644.0,28.1,47.19,1015.21,41816.0,0.0,100.0,ON
2026-06-15 18:21:13,17.58,2026-06-15,12:00:15,15.0,27.57,44.59,28.87,42.27,1015.02,36209.0,28.05,47.47,1015.21,41775.0,0.0,100.0,ON
2026-06-15 18:21:14,19.37,2026-06-15,12:00:17,17.0,27.55,44.58,28.84,42.27,1015.03,36301.0,28.02,47.72,1015.21,41450.0,0.0,100.0,ON
2026-06-15 18:21:16,21.15,2026-06-15,12:00:19,19.0,27.57,44.57,28.82,42.29,1015.04,36056.0,27.99,47.87,1015.21,41612.0,0.0,100.0,ON
2026-06-15 18:21:18,22.94,2026-06-15,12:00:21,21.0,27.55,44.54,28.8,42.26,1015.04,36025.0,27.97,48.06,1015.21,40660.0,0.0,100.0,ON
2026-06-15 18:21:20,24.73,2026-06-15,12:00:22,22.0,27.56,44.51,28.78,42.27,1015.05,35904.0,27.96,48.21,1015.22,41410.0,0.0,100.0,ON
2026-06-15 18:21:22,26.52,2026-06-15,12:00:24,24.0,27.55,44.5,28.77,42.27,1015.05,35904.0,27.95,48.09,1015.22,42230.0,0.0,100.0,ON
2026-06-15 18:21:23,28.31,2026-06-15,12:00:26,26.0,27.56,44.5,28.76,42.24,1015.05,35784.0,27.94,48.03,1015.22,42398.0,0.0,100.0,ON
2026-06-15 18:21:25,30.1,2026-06-15,12:00:28,28.0,27.58,44.49,28.76,42.25,1015.05,35724.0,27.94,47.84,1015.23,43389.0,0.0,100.0,ON
2026-06-15 18:21:27,31.88,2026-06-15,12:00:30,30.0,27.55,44.49,28.75,42.26,1015.05,35634.0,27.94,47.85,1015.23,42022.0,0.0,100.0,ON
2026-06-15 18:21:29,33.67,2026-06-15,12:00:31,31.0,27.58,44.47,28.75,42.26,1015.05,35575.0,27.94,48.03,1015.22,41531.0,0.0,100.0,ON
2026-06-15 18:21:31,35.46,2026-06-15,12:00:33,33.0,27.57,44.45,28.74,42.26,1015.05,35754.0,27.93,48.27,1015.23,40973.0,0.0,100.0,ON
2026-06-15 18:21:32,37.25,2026-06-15,12:00:35,35.0,27.57,44.43,28.74,42.25,1015.05,35634.0,27.93,48.41,1015.22,41531.0,0.0,100.0,ON
