timestamp,elapsed_s,sht30_temp_C,sht30_humidity_pct,bme688_temp_C,bme688_humidity_pct,bme688_pressure_hpa,bme688_gas_ohms,motor_speed_pct
2026-06-12 16:48:43,4.11,-45.0,49.03,29.56,43.88,1009.59,18658.0,0.0
2026-06-12 16:48:44,5.53,27.64,49.02,29.33,43.88,1009.6,18610.0,0.0
2026-06-12 16:48:45,6.94,27.63,49.06,29.16,43.91,1009.61,18707.0,0.0
2026-06-12 16:48:47,8.36,27.63,49.03,29.02,43.94,1009.61,18707.0,0.0
2026-06-12 16:48:48,9.77,27.63,48.99,28.92,43.98,1009.62,18823.0,0.0
2026-06-12 16:48:50,11.19,27.64,49.0,28.84,44.01,1009.62,18906.0,0.0
2026-06-12 16:48:51,12.6,27.63,49.0,28.78,44.05,1009.62,19041.0,0.0
2026-06-12 16:48:52,14.02,27.63,49.03,28.73,44.07,1009.63,19196.0,0.0
2026-06-12 16:48:54,15.43,27.64,49.0,28.7,44.1,1009.63,19248.0,0.0
2026-06-12 16:48:55,16.85,27.64,49.01,28.67,44.12,1009.63,19423.0,0.0
2026-06-12 16:48:57,18.26,27.63,49.04,28.65,44.15,1009.64,19530.0,0.0
2026-06-12 16:48:58,19.68,27.63,49.06,28.63,44.18,1009.64,19619.0,0.0
2026-06-12 16:48:59,21.09,27.62,49.02,28.62,44.19,1009.64,19674.0,0.0
2026-06-12 16:49:01,22.51,27.61,49.05,28.6,44.2,1009.65,19875.0,0.0
2026-06-12 16:49:02,23.92,27.62,49.08,28.59,44.21,1009.65,20006.0,0.0
2026-06-12 16:49:04,25.34,27.63,49.07,28.59,44.23,1009.65,20025.0,0.0
2026-06-12 16:49:05,26.75,27.62,49.01,28.58,44.22,1009.65,20214.0,0.0
2026-06-12 16:49:07,28.17,27.63,49.02,28.57,44.23,1009.64,20291.0,0.0
2026-06-12 16:49:08,29.58,27.62,49.05,28.57,44.23,1009.64,20349.0,0.0
2026-06-12 16:49:09,31.0,27.62,49.06,28.56,44.23,1009.65,20466.0,0.0
2026-06-12 16:49:11,32.42,27.63,49.01,28.56,44.22,1009.64,20605.0,0.0
2026-06-12 16:49:12,33.83,27.61,48.96,28.55,44.22,1009.64,20806.0,0.0
2026-06-12 16:49:14,35.25,27.61,48.99,28.55,44.24,1009.64,20846.0,0.0
2026-06-12 16:49:15,36.66,27.62,49.05,28.55,44.23,1009.63,20928.0,0.0
2026-06-12 16:49:16,38.08,27.63,49.05,28.54,44.25,1009.62,21094.0,0.0
2026-06-12 16:49:18,39.49,27.62,49.02,28.54,44.25,1009.62,21199.0,0.0
2026-06-12 16:49:19,40.91,27.63,49.04,28.54,44.26,1009.62,21347.0,0.0
2026-06-12 16:49:21,42.32,27.61,49.04,28.54,44.27,1009.61,21411.0,0.0
2026-06-12 16:49:22,43.74,27.61,49.0,28.53,44.27,1009.61,21519.0,0.0
2026-06-12 16:49:24,45.15,27.62,49.03,28.53,44.27,1009.62,21607.0,0.0
2026-06-12 16:49:25,46.57,27.61,49.05,28.53,44.28,1009.62,21739.0,0.0
2026-06-12 16:49:26,47.98,27.61,49.04,28.53,44.28,1009.61,21850.0,0.0
2026-06-12 16:49:28,49.4,27.61,49.04,28.52,44.3,1009.6,21962.0,0.0
2026-06-12 16:49:29,50.81,27.61,49.03,28.52,44.29,1009.6,22030.0,0.0
2026-06-12 16:49:31,52.23,27.6,49.11,28.52,44.31,1009.6,22122.0,0.0
2026-06-12 16:49:32,53.64,27.6,49.09,28.52,44.32,1009.6,22237.0,0.0
2026-06-12 16:49:33,55.06,27.59,49.01,28.52,44.31,1009.61,22401.0,0.0
2026-06-12 16:49:35,56.47,27.6,49.03,28.52,44.32,1009.6,22495.0,0.0
2026-06-12 16:49:36,57.89,27.61,49.09,28.52,44.33,1009.6,22614.0,0.0
2026-06-12 16:49:38,59.3,27.6,49.06,28.52,44.3,1009.6,22686.0,0.0
2026-06-12 16:49:39,60.72,27.59,49.03,28.52,44.33,1009.6,22832.0,0.0
2026-06-12 16:49:41,62.13,27.61,49.04,28.52,44.33,1009.61,23451.0,0.0
2026-06-12 16:49:42,63.55,27.6,49.08,28.52,44.32,1009.61,23503.0,0.0
2026-06-12 16:49:43,64.97,27.6,49.07,28.52,44.32,1009.62,23673.0,0.0
2026-06-12 16:49:45,66.38,27.6,49.07,28.52,44.33,1009.62,23686.0,0.0
2026-06-12 16:49:46,67.8,27.6,49.07,28.52,44.34,1009.62,23845.0,0.0
2026-06-12 16:49:48,69.21,27.6,49.14,28.52,44.32,1009.62,23818.0,0.0
2026-06-12 16:49:49,70.63,27.61,49.08,28.52,44.33,1009.62,23952.0,0.0
2026-06-12 16:49:50,72.04,27.61,49.07,28.52,44.33,1009.62,24087.0,0.0
2026-06-12 16:49:52,73.46,27.6,49.12,28.52,44.34,1009.62,24196.0,0.0
2026-06-12 16:49:53,74.87,27.6,49.09,28.52,44.33,1009.62,24210.0,0.0
2026-06-12 16:49:55,76.29,27.6,49.08,28.52,44.35,1009.62,24376.0,0.0
2026-06-12 16:49:56,77.7,27.6,49.14,28.52,44.34,1009.62,24474.0,0.0
2026-06-12 16:49:58,79.12,27.59,49.13,28.51,44.35,1009.62,24530.0,0.0
2026-06-12 16:49:59,80.53,27.6,49.05,28.51,44.33,1009.62,24643.0,0.0
2026-06-12 16:50:00,81.95,27.59,49.1,28.52,44.34,1009.62,24729.0,0.0
2026-06-12 16:50:02,83.36,27.6,49.1,28.51,44.34,1009.62,24830.0,0.0
2026-06-12 16:50:03,84.78,27.59,49.06,28.51,44.35,1009.61,24815.0,0.0
2026-06-12 16:50:05,86.19,27.6,49.09,28.51,44.34,1009.61,24917.0,0.0
2026-06-12 16:50:06,87.61,27.6,49.09,28.51,44.33,1009.62,25107.0,0.0
2026-06-12 16:50:07,89.02,27.6,49.09,28.51,44.34,1009.61,25256.0,0.0
2026-06-12 16:50:09,90.44,27.59,49.08,28.51,44.35,1009.61,25271.0,0.0
2026-06-12 16:50:10,91.86,27.61,49.11,28.51,44.33,1009.61,25271.0,0.0
2026-06-12 16:50:12,93.27,27.6,49.1,28.51,44.36,1009.6,25513.0,0.0
2026-06-12 16:50:13,94.69,27.59,49.16,28.51,44.34,1009.6,25589.0,0.0
2026-06-12 16:50:15,96.1,27.59,49.08,28.51,44.36,1009.6,25513.0,0.0
