timestamp,elapsed_s,temperature_C,humidity_pct,speed_pct
2026-06-10 19:20:47,89.75,27.55,45.65,0.0
2026-06-10 19:20:48,90.79,27.56,45.63,0.0
2026-06-10 19:20:49,91.84,27.56,45.63,0.0
2026-06-10 19:20:50,92.89,27.55,45.62,0.0
2026-06-10 19:20:51,93.93,27.56,45.61,0.0
2026-06-10 19:20:52,94.98,27.55,45.62,0.0
2026-06-10 19:20:53,96.02,27.57,45.61,0.0
2026-06-10 19:20:54,97.07,27.55,45.61,0.0
2026-06-10 19:20:55,98.11,27.55,45.62,0.0
2026-06-10 19:20:56,99.16,27.58,45.61,0.0
2026-06-10 19:20:57,100.2,27.56,45.62,0.0
2026-06-10 19:20:58,101.25,27.57,45.61,0.0
2026-06-10 19:20:59,102.29,27.59,45.62,0.0
2026-06-10 19:21:00,103.34,27.55,45.61,0.0
2026-06-10 19:21:01,104.38,27.57,45.61,0.0
2026-06-10 19:21:02,105.43,27.56,45.61,0.0
2026-06-10 19:21:03,106.47,27.56,45.61,0.0
2026-06-10 19:21:04,107.52,27.55,45.61,0.0
2026-06-10 19:21:05,108.56,27.55,45.61,0.0
2026-06-10 19:21:06,109.61,27.55,45.63,0.0
2026-06-10 19:21:08,110.66,27.55,45.62,0.0
2026-06-10 19:21:09,111.7,27.56,45.63,0.0
2026-06-10 19:21:10,112.75,27.57,45.63,0.0
2026-06-10 19:21:11,113.79,27.55,45.63,0.0
2026-06-10 19:21:12,114.83,27.55,45.63,0.0
2026-06-10 19:21:13,115.88,27.58,45.64,0.0
2026-06-10 19:21:14,116.93,27.56,45.63,0.0
2026-06-10 19:21:15,117.97,27.55,45.63,0.0
2026-06-10 19:21:16,119.02,27.58,45.63,0.0
2026-06-10 19:21:17,120.06,27.55,45.63,0.0
2026-06-10 19:21:18,121.1,27.55,45.63,0.0
2026-06-10 19:21:19,122.15,27.56,45.63,0.0
2026-06-10 19:21:20,123.2,27.55,45.6,0.0
2026-06-10 19:21:21,124.24,27.55,45.59,0.0
2026-06-10 19:21:22,125.29,27.56,45.61,0.0
2026-06-10 19:21:23,126.33,27.57,45.6,0.0
2026-06-10 19:21:24,127.38,27.55,45.59,0.0
2026-06-10 19:21:25,128.42,27.54,45.59,0.0
2026-06-10 19:21:26,129.47,27.57,45.58,0.0
2026-06-10 19:21:27,130.51,27.55,45.59,0.0
2026-06-10 19:21:28,131.56,27.56,45.59,0.0
2026-06-10 19:21:29,132.6,27.55,45.58,0.0
2026-06-10 19:21:31,133.65,27.58,45.59,0.0
2026-06-10 19:21:32,134.69,27.55,45.61,0.0
2026-06-10 19:21:33,135.74,27.56,45.63,0.0
2026-06-10 19:21:34,136.78,27.55,45.64,0.0
2026-06-10 19:21:35,137.83,27.55,45.67,0.0
2026-06-10 19:21:36,138.87,27.56,45.68,0.0
2026-06-10 19:21:37,139.92,27.55,45.7,0.0
2026-06-10 19:21:38,140.97,27.55,45.7,0.0
2026-06-10 19:21:39,142.01,27.56,45.71,0.0
2026-06-10 19:21:40,143.05,27.55,45.73,0.0
2026-06-10 19:21:41,144.1,27.55,45.73,0.0
2026-06-10 19:21:42,145.15,27.56,45.74,0.0
2026-06-10 19:21:43,146.19,27.55,45.74,0.0
2026-06-10 19:21:44,147.24,27.56,45.74,0.0
2026-06-10 19:21:45,148.28,27.55,45.75,0.0
2026-06-10 19:21:46,149.33,27.56,45.74,0.0
2026-06-10 19:21:47,150.37,27.55,45.73,0.0
2026-06-10 19:21:48,151.42,27.55,45.74,0.0
2026-06-10 19:21:49,152.46,27.55,45.77,0.0
2026-06-10 19:21:50,153.51,27.55,45.8,0.0
2026-06-10 19:21:51,154.55,27.55,45.79,0.0
2026-06-10 19:21:52,155.6,27.54,45.81,0.0
2026-06-10 19:21:54,156.64,27.55,45.81,0.0
2026-06-10 19:21:55,157.69,27.55,45.81,0.0
2026-06-10 19:21:56,158.73,27.55,45.8,0.0
2026-06-10 19:21:57,159.78,27.55,45.79,0.0
2026-06-10 19:21:58,160.82,27.55,45.79,0.0
2026-06-10 19:21:59,161.87,27.54,45.79,0.0
2026-06-10 19:22:00,162.91,27.55,45.79,0.0
2026-06-10 19:22:01,163.96,27.54,45.8,0.0
2026-06-10 19:22:02,165.01,27.55,45.81,0.0
2026-06-10 19:22:03,166.05,27.55,45.81,0.0
2026-06-10 19:22:04,167.09,27.55,45.81,0.0
2026-06-10 19:22:05,168.14,27.55,45.83,0.0
2026-06-10 19:22:06,169.19,27.55,45.81,0.0
2026-06-10 19:22:07,170.23,27.55,45.81,0.0
2026-06-10 19:22:08,171.28,27.55,45.81,0.0
2026-06-10 19:22:09,172.32,27.54,45.8,0.0
2026-06-10 19:22:10,173.37,27.55,45.79,0.0
2026-06-10 19:22:11,174.41,27.54,45.78,0.0
2026-06-10 19:22:12,175.46,27.55,45.77,0.0
2026-06-10 19:22:13,176.5,27.54,45.76,0.0
2026-06-10 19:22:14,177.55,27.55,45.76,0.0
2026-06-10 19:22:15,178.59,27.55,45.74,0.0
2026-06-10 19:22:17,179.63,27.55,45.73,0.0
2026-06-10 19:22:18,180.68,27.55,45.75,0.0
2026-06-10 19:22:19,181.73,27.55,45.73,0.0
2026-06-10 19:22:20,182.77,27.54,45.73,0.0
2026-06-10 19:22:21,183.82,27.55,45.71,0.0
2026-06-10 19:22:22,184.86,27.55,45.71,0.0
2026-06-10 19:22:23,185.91,27.53,45.71,0.0
2026-06-10 19:22:24,186.95,27.56,45.72,0.0
2026-06-10 19:22:25,188.0,27.55,45.78,0.0
2026-06-10 19:22:26,189.04,27.55,45.99,0.0
2026-06-10 19:22:27,190.09,27.55,46.22,0.0
2026-06-10 19:22:28,191.13,27.55,46.42,0.0
2026-06-10 19:22:29,192.18,27.55,46.57,0.0
2026-06-10 19:22:30,193.22,27.55,46.7,0.0
2026-06-10 19:22:31,194.27,27.54,46.83,0.0
2026-06-10 19:22:32,195.31,27.53,46.87,0.0
2026-06-10 19:22:33,196.36,27.54,46.9,0.0
2026-06-10 19:22:34,197.4,27.54,46.88,0.0
2026-06-10 19:22:35,198.45,27.53,46.82,0.0
2026-06-10 19:22:36,199.5,27.54,46.77,0.0
2026-06-10 19:22:37,200.54,27.55,46.67,0.0
2026-06-10 19:22:38,201.59,27.53,46.61,0.0
2026-06-10 19:22:40,202.63,27.55,46.54,0.0
2026-06-10 19:22:41,203.67,27.54,46.49,0.0
2026-06-10 19:22:42,204.72,27.55,46.42,0.0
2026-06-10 19:22:43,205.77,27.53,46.35,0.0
2026-06-10 19:22:44,206.81,27.53,46.33,0.0
2026-06-10 19:22:45,207.85,27.55,46.29,0.0
2026-06-10 19:22:46,208.9,27.54,46.24,0.0
2026-06-10 19:22:47,209.95,27.54,46.21,0.0
2026-06-10 19:22:48,210.99,27.55,46.17,0.0
2026-06-10 19:22:49,212.04,27.55,46.14,0.0
2026-06-10 19:22:50,213.08,27.53,46.12,0.0
2026-06-10 19:22:51,214.13,27.55,46.11,0.0
2026-06-10 19:22:52,215.17,27.55,46.07,0.0
2026-06-10 19:22:53,216.22,27.55,46.08,0.0
2026-06-10 19:22:54,217.26,27.55,46.05,0.0
2026-06-10 19:22:55,218.31,27.55,46.02,0.0
2026-06-10 19:22:56,219.35,27.53,46.02,0.0
2026-06-10 19:22:57,220.4,27.53,46.02,0.0
2026-06-10 19:22:58,221.44,27.54,46.0,0.0
2026-06-10 19:22:59,222.49,27.54,46.01,0.0
2026-06-10 19:23:00,223.53,27.53,46.0,0.0
2026-06-10 19:23:01,224.58,27.55,45.99,0.0
2026-06-10 19:23:03,225.62,27.53,45.98,0.0
2026-06-10 19:23:04,226.67,27.55,46.03,0.0
2026-06-10 19:23:05,227.72,27.55,46.24,0.0
2026-06-10 19:23:06,228.76,27.53,46.42,0.0
2026-06-10 19:23:07,229.8,27.53,46.53,0.0
2026-06-10 19:23:08,230.85,27.53,46.61,0.0
2026-06-10 19:23:09,231.89,27.52,46.64,0.0
2026-06-10 19:23:10,232.94,27.53,46.62,0.0
2026-06-10 19:23:11,233.99,27.53,46.6,0.0
2026-06-10 19:23:12,235.03,27.53,46.56,0.0
2026-06-10 19:23:13,236.08,27.53,46.53,0.0
2026-06-10 19:23:14,237.12,27.54,46.49,0.0
2026-06-10 19:23:15,238.16,27.53,46.44,0.0
2026-06-10 19:23:16,239.21,27.53,46.42,0.0
2026-06-10 19:23:17,240.26,27.54,46.38,0.0
2026-06-10 19:23:18,241.3,27.53,46.36,0.0
2026-06-10 19:23:19,242.35,27.53,46.32,0.0
2026-06-10 19:23:20,243.39,27.53,46.3,0.0
2026-06-10 19:23:21,244.44,27.52,46.27,0.0
2026-06-10 19:23:22,245.48,27.52,46.23,0.0
2026-06-10 19:23:23,246.53,27.53,46.22,0.0
2026-06-10 19:23:24,247.57,27.53,46.22,0.0
2026-06-10 19:23:26,248.62,27.53,46.22,0.0
2026-06-10 19:23:27,249.66,27.51,46.2,0.0
2026-06-10 19:23:28,250.71,27.53,46.2,0.0
2026-06-10 19:23:29,251.75,27.53,46.19,0.0
2026-06-10 19:23:30,252.8,27.51,46.16,0.0
2026-06-10 19:23:31,253.84,27.52,46.16,0.0
2026-06-10 19:23:32,254.89,27.52,46.15,0.0
2026-06-10 19:23:33,255.93,27.5,46.17,0.0
2026-06-10 19:23:34,256.98,27.52,46.17,0.0
2026-06-10 19:23:35,258.02,27.51,46.17,0.0
2026-06-10 19:23:36,259.07,27.52,46.18,0.0
2026-06-10 19:23:37,260.11,27.53,46.18,0.0
2026-06-10 19:23:38,261.16,27.5,46.19,0.0
2026-06-10 19:23:39,262.21,27.53,46.18,0.0
2026-06-10 19:23:40,263.25,27.5,46.18,0.0
2026-06-10 19:23:41,264.3,27.5,46.15,0.0
2026-06-10 19:23:42,265.34,27.51,46.15,0.0
2026-06-10 19:23:43,266.39,27.52,46.15,0.0
2026-06-10 19:23:44,267.43,27.51,46.13,0.0
2026-06-10 19:23:45,268.47,27.5,46.13,0.0
2026-06-10 19:23:46,269.52,27.53,46.12,0.0
2026-06-10 19:23:47,270.57,27.49,46.1,0.0
2026-06-10 19:23:48,271.61,27.49,46.11,0.0
2026-06-10 19:23:50,272.66,27.49,46.1,0.0
2026-06-10 19:23:51,273.7,27.49,46.09,0.0
2026-06-10 19:23:52,274.75,27.5,46.1,0.0
2026-06-10 19:23:53,275.79,27.5,46.1,0.0
2026-06-10 19:23:54,276.84,27.49,46.09,0.0
2026-06-10 19:23:55,277.88,27.49,46.1,0.0
2026-06-10 19:23:56,278.93,27.51,46.11,0.0
2026-06-10 19:23:57,279.97,27.5,46.1,0.0
2026-06-10 19:23:58,281.02,27.49,46.12,0.0
2026-06-10 19:23:59,282.06,27.52,46.1,0.0
2026-06-10 19:24:00,283.11,27.49,46.12,0.0
2026-06-10 19:24:01,284.15,27.47,46.11,0.0
2026-06-10 19:24:02,285.2,27.49,46.13,0.0
2026-06-10 19:24:03,286.24,27.5,46.13,0.0
2026-06-10 19:24:04,287.29,27.49,46.13,0.0
2026-06-10 19:24:05,288.33,27.49,46.13,0.0
2026-06-10 19:24:06,289.38,27.48,46.14,0.0
2026-06-10 19:24:07,290.42,27.51,46.13,0.0
2026-06-10 19:24:08,291.47,27.49,46.15,0.0
2026-06-10 19:24:09,292.51,27.49,46.15,0.0
2026-06-10 19:24:10,293.56,27.49,46.15,0.0
2026-06-10 19:24:11,294.61,27.49,46.15,0.0
2026-06-10 19:24:13,295.65,27.49,46.14,0.0
2026-06-10 19:24:14,296.69,27.49,46.15,0.0
2026-06-10 19:24:15,297.74,27.49,46.16,0.0
2026-06-10 19:24:16,298.79,27.49,46.14,0.0
2026-06-10 19:24:17,299.83,27.48,46.15,0.0
2026-06-10 19:24:18,300.88,27.49,46.14,0.0
2026-06-10 19:24:19,301.92,27.49,46.14,0.0
2026-06-10 19:24:20,302.96,27.48,46.15,0.0
2026-06-10 19:24:21,304.01,27.47,46.16,0.0
2026-06-10 19:24:22,305.06,27.49,46.17,0.0
2026-06-10 19:24:23,306.1,27.49,46.17,0.0
2026-06-10 19:24:24,307.15,27.49,46.15,0.0
2026-06-10 19:24:25,308.19,27.49,46.16,0.0
2026-06-10 19:24:26,309.24,27.49,46.15,0.0
2026-06-10 19:24:27,310.28,27.47,46.14,0.0
2026-06-10 19:24:28,311.33,27.49,46.16,0.0
2026-06-10 19:24:29,312.37,27.48,46.13,0.0
2026-06-10 19:24:30,313.42,27.49,46.15,0.0
2026-06-10 19:24:31,314.46,27.48,46.17,0.0
2026-06-10 19:24:32,315.51,27.48,46.16,0.0
2026-06-10 19:24:33,316.56,27.48,46.17,0.0
2026-06-10 19:24:34,317.6,27.47,46.19,0.0
2026-06-10 19:24:36,318.64,27.48,46.2,0.0
2026-06-10 19:24:37,319.69,27.48,46.21,0.0
2026-06-10 19:24:38,320.73,27.49,46.25,0.0
2026-06-10 19:24:39,321.78,27.48,46.29,0.0
2026-06-10 19:24:40,322.83,27.47,46.31,0.0
2026-06-10 19:24:41,323.87,27.49,46.36,0.0
2026-06-10 19:24:42,324.92,27.48,46.43,0.0
2026-06-10 19:24:43,325.96,27.47,46.48,0.0
2026-06-10 19:24:44,327.0,27.47,46.53,0.0
2026-06-10 19:24:45,328.05,27.47,46.54,0.0
2026-06-10 19:24:46,329.1,27.47,46.58,0.0
2026-06-10 19:24:47,330.14,27.46,46.61,0.0
2026-06-10 19:24:48,331.19,27.46,46.66,0.0
2026-06-10 19:24:49,332.23,27.45,46.73,0.0
2026-06-10 19:24:50,333.27,27.48,46.75,0.0
2026-06-10 19:24:51,334.32,27.47,46.77,0.0
2026-06-10 19:24:52,335.37,27.47,46.78,0.0
2026-06-10 19:24:53,336.41,27.48,46.8,0.0
2026-06-10 19:24:54,337.46,27.48,46.79,0.0
2026-06-10 19:24:55,338.5,27.48,46.79,0.0
2026-06-10 19:24:56,339.55,27.47,46.8,0.0
2026-06-10 19:24:57,340.59,27.47,46.78,0.0
2026-06-10 19:24:59,341.64,27.47,46.77,0.0
2026-06-10 19:25:00,342.68,27.46,46.75,0.0
2026-06-10 19:25:01,343.73,27.46,46.74,0.0
2026-06-10 19:25:02,344.77,27.47,46.69,0.0
2026-06-10 19:25:03,345.82,27.47,46.68,0.0
2026-06-10 19:25:04,346.86,27.47,46.66,0.0
2026-06-10 19:25:05,347.91,27.47,46.65,0.0
2026-06-10 19:25:06,348.95,27.45,46.66,0.0
2026-06-10 19:25:07,350.0,27.47,46.76,0.0
2026-06-10 19:25:08,351.05,27.48,46.84,0.0
2026-06-10 19:25:09,352.09,27.48,46.87,0.0
2026-06-10 19:25:10,353.14,27.48,46.87,0.0
2026-06-10 19:25:11,354.18,27.47,46.89,0.0
2026-06-10 19:25:12,355.22,27.47,46.86,0.0
2026-06-10 19:25:13,356.27,27.45,46.84,0.0
2026-06-10 19:25:14,357.31,27.48,46.82,0.0
2026-06-10 19:25:15,358.36,27.47,46.8,0.0
2026-06-10 19:25:16,359.41,27.47,46.78,0.0
2026-06-10 19:25:17,360.45,27.46,46.75,0.0
2026-06-10 19:25:18,361.5,27.47,46.71,0.0
2026-06-10 19:25:19,362.54,27.47,46.69,0.0
2026-06-10 19:25:20,363.58,27.45,46.68,0.0
2026-06-10 19:25:22,364.63,27.46,46.65,0.0
2026-06-10 19:25:23,365.68,27.48,46.64,0.0
2026-06-10 19:25:24,366.72,27.45,46.63,0.0
2026-06-10 19:25:25,367.77,27.45,46.61,0.0
2026-06-10 19:25:26,368.81,27.46,46.59,0.0
2026-06-10 19:25:27,369.86,27.47,46.59,0.0
2026-06-10 19:25:28,370.9,27.47,46.57,0.0
2026-06-10 19:25:29,371.95,27.47,46.58,0.0
2026-06-10 19:25:30,372.99,27.46,46.56,0.0
2026-06-10 19:25:31,374.04,27.45,46.56,0.0
2026-06-10 19:25:32,375.08,27.46,46.54,0.0
2026-06-10 19:25:33,376.13,27.47,46.53,0.0
2026-06-10 19:25:34,377.17,27.45,46.52,0.0
2026-06-10 19:25:35,378.22,27.47,46.52,0.0
2026-06-10 19:25:36,379.26,27.48,46.5,0.0
2026-06-10 19:25:37,380.31,27.46,46.48,0.0
2026-06-10 19:25:38,381.35,27.47,46.48,0.0
2026-06-10 19:25:39,382.4,27.45,46.48,0.0
2026-06-10 19:25:40,383.44,27.48,46.46,0.0
2026-06-10 19:25:41,384.49,27.46,46.48,0.0
2026-06-10 19:25:42,385.53,27.46,46.45,0.0
2026-06-10 19:25:43,386.58,27.47,46.44,0.0
2026-06-10 19:25:45,387.63,27.45,46.45,0.0
2026-06-10 19:25:46,388.67,27.46,46.45,0.0
2026-06-10 19:25:47,389.72,27.48,46.47,0.0
2026-06-10 19:25:48,390.76,27.48,46.5,0.0
2026-06-10 19:25:49,391.8,27.47,46.53,0.0
2026-06-10 19:25:50,392.85,27.46,46.56,0.0
2026-06-10 19:25:51,393.9,27.46,46.58,0.0
2026-06-10 19:25:52,394.94,27.47,46.58,0.0
2026-06-10 19:25:53,395.99,27.47,46.59,0.0
2026-06-10 19:25:54,397.03,27.45,46.59,0.0
2026-06-10 19:25:55,398.07,27.46,46.58,0.0
2026-06-10 19:25:56,399.12,27.46,46.59,0.0
2026-06-10 19:25:57,400.17,27.46,46.58,0.0
2026-06-10 19:25:58,401.21,27.46,46.56,0.0
2026-06-10 19:25:59,402.26,27.47,46.55,0.0
2026-06-10 19:26:00,403.3,27.45,46.54,0.0
2026-06-10 19:26:01,404.35,27.46,46.52,0.0
2026-06-10 19:26:02,405.39,27.46,46.5,0.0
2026-06-10 19:26:03,406.44,27.46,46.5,0.0
2026-06-10 19:26:04,407.48,27.45,46.45,0.0
2026-06-10 19:26:05,408.53,27.47,46.45,0.0
2026-06-10 19:26:06,409.57,27.48,46.42,0.0
2026-06-10 19:26:08,410.62,27.45,46.41,0.0
2026-06-10 19:26:09,411.67,27.48,46.4,0.0
2026-06-10 19:26:10,412.71,27.46,46.39,0.0
2026-06-10 19:26:11,413.75,27.48,46.4,0.0
2026-06-10 19:26:12,414.8,27.46,46.42,0.0
2026-06-10 19:26:13,415.84,27.48,46.42,0.0
2026-06-10 19:26:14,416.89,27.47,46.42,0.0
2026-06-10 19:26:15,417.94,27.47,46.42,0.0
2026-06-10 19:26:16,418.98,27.46,46.41,0.0
2026-06-10 19:26:17,420.02,27.47,46.4,0.0
2026-06-10 19:26:18,421.07,27.46,46.41,0.0
2026-06-10 19:26:19,422.11,27.47,46.42,0.0
2026-06-10 19:26:20,423.16,27.45,46.41,0.0
2026-06-10 19:26:21,424.21,27.45,46.39,0.0
2026-06-10 19:26:22,425.25,27.47,46.42,0.0
2026-06-10 19:26:23,426.3,27.47,46.42,0.0
2026-06-10 19:26:24,427.34,27.47,46.4,0.0
2026-06-10 19:26:25,428.39,27.46,46.41,0.0
2026-06-10 19:26:26,429.43,27.47,46.39,0.0
2026-06-10 19:26:27,430.48,27.47,46.39,0.0
2026-06-10 19:26:28,431.52,27.46,46.42,0.0
2026-06-10 19:26:29,432.57,27.45,46.43,0.0
2026-06-10 19:26:30,433.61,27.48,46.43,0.0
2026-06-10 19:26:32,434.66,27.48,46.43,0.0
2026-06-10 19:26:33,435.7,27.46,46.46,0.0
2026-06-10 19:26:34,436.75,27.46,46.46,0.0
2026-06-10 19:26:35,437.79,27.47,46.48,0.0
2026-06-10 19:26:36,438.84,27.45,46.48,0.0
2026-06-10 19:26:37,439.89,27.45,46.49,0.0
2026-06-10 19:26:38,440.93,27.47,46.47,0.0
2026-06-10 19:26:39,441.98,27.47,46.48,0.0
2026-06-10 19:26:40,443.02,27.45,46.47,0.0
2026-06-10 19:26:41,444.06,27.45,46.45,0.0
2026-06-10 19:26:42,445.11,27.47,46.43,0.0
2026-06-10 19:26:43,446.15,27.46,46.45,0.0
2026-06-10 19:26:44,447.2,27.45,46.42,0.0
2026-06-10 19:26:45,448.24,27.45,46.42,0.0
2026-06-10 19:26:46,449.29,27.47,46.4,0.0
2026-06-10 19:26:47,450.33,27.49,46.4,0.0
2026-06-10 19:26:48,451.38,27.45,46.4,0.0
2026-06-10 19:26:49,452.43,27.47,46.4,0.0
2026-06-10 19:26:50,453.47,27.46,46.38,0.0
2026-06-10 19:26:51,454.52,27.49,46.39,0.0
2026-06-10 19:26:52,455.56,27.45,46.41,0.0
2026-06-10 19:26:53,456.61,27.46,46.38,0.0
2026-06-10 19:26:55,457.65,27.44,46.39,0.0
2026-06-10 19:26:56,458.7,27.47,46.4,0.0
2026-06-10 19:26:57,459.74,27.47,46.41,0.0
2026-06-10 19:26:58,460.79,27.46,46.4,0.0
2026-06-10 19:26:59,461.83,27.45,46.42,0.0
2026-06-10 19:27:00,462.88,27.47,46.42,0.0
2026-06-10 19:27:01,463.92,27.46,46.42,0.0
2026-06-10 19:27:02,464.97,27.46,46.42,0.0
2026-06-10 19:27:03,466.01,27.46,46.4,0.0
2026-06-10 19:27:04,467.06,27.47,46.41,0.0
2026-06-10 19:27:05,468.1,27.46,46.4,0.0
2026-06-10 19:27:06,469.15,27.44,46.4,0.0
2026-06-10 19:27:07,470.19,27.46,46.38,0.0
2026-06-10 19:27:08,471.24,27.46,46.39,0.0
2026-06-10 19:27:09,472.28,27.46,46.39,0.0
2026-06-10 19:27:10,473.33,27.47,46.39,0.0
2026-06-10 19:27:11,474.37,27.48,46.39,0.0
2026-06-10 19:27:12,475.42,27.48,46.38,0.0
2026-06-10 19:27:13,476.47,27.48,46.39,0.0
2026-06-10 19:27:14,477.51,27.46,46.39,0.0
2026-06-10 19:27:15,478.56,27.48,46.38,0.0
2026-06-10 19:27:16,479.6,27.45,46.39,0.0
2026-06-10 19:27:18,480.64,27.46,46.4,0.0
2026-06-10 19:27:19,481.69,27.48,46.4,0.0
2026-06-10 19:27:20,482.74,27.45,46.39,0.0
2026-06-10 19:27:21,483.78,27.45,46.4,0.0
2026-06-10 19:27:22,484.83,27.47,46.4,0.0
2026-06-10 19:27:23,485.87,27.45,46.4,0.0
2026-06-10 19:27:24,486.91,27.45,46.41,0.0
2026-06-10 19:27:25,487.96,27.46,46.38,0.0
2026-06-10 19:27:26,489.01,27.45,46.38,0.0
2026-06-10 19:27:27,490.05,27.45,46.4,0.0
2026-06-10 19:27:28,491.1,27.45,46.41,0.0
2026-06-10 19:27:29,492.14,27.45,46.42,0.0
2026-06-10 19:27:30,493.19,27.47,46.43,0.0
